P24_infusion1_GEX	infusion	P24_infusion1	gex
P24_infusion1_TCR	infusion	P24_infusion1	vdj
P24_infusion2_GEX	infusion	P24_infusion2	gex
P24_infusion2_TCR	infusion	P24_infusion2	vdj
P24_peak1_GEX	peak	P24_peak1	gex
P24_peak1_TCR	peak	P24_peak1	vdj
P24_peak2_GEX	peak	P24_peak2	gex
P24_peak2_TCR	peak	P24_peak2	vdj
